1,116.58968548,40.34194478,0.09,0,0.38,15.16
2,117.07636083,40.57932654,0.08,1,0.64,4.85
3,116.66623463,40.10227678,0.12,1,0.55,14.79
4,116.54187691,40.37362665,0.17,0,0.58,15.93
5,116.73712883,40.11096271,0.12,1,0.63,4.40
6,116.44271696,40.20509971,0.17,1,0.42,14.23
7,116.87721283,40.30109332,0.13,1,0.76,14.80
8,116.81137836,40.38204740,0.07,1,0.56,4.33
9,116.83841393,40.09154686,0.10,1,0.53,14.21
10,116.91021172,40.60108675,0.11,1,0.38,5.01
11,117.00327213,40.53890271,0.10,1,0.46,15.00
12,116.79056811,40.42926952,0.08,1,0.64,15.63
13,116.56305569,40.38672588,0.12,1,0.62,3.98
14,116.85730361,40.45207496,0.06,1,0.54,15.64
15,116.44026678,39.90566878,0.15,1,0.51,15.05
16,116.64746198,40.40228880,0.18,1,0.60,29.22
17,117.03095836,40.30505178,0.08,1,0.37,13.82
18,116.91555483,40.51333806,0.09,1,0.42,13.70
19,116.58840407,40.58754771,0.09,1,0.40,15.87
20,116.53571302,40.29538055,0.13,1,0.40,14.54
21,116.81185254,40.08560245,0.11,1,0.42,4.21
22,116.77530054,40.04907179,0.09,1,0.50,14.55
23,116.55800834,39.84956466,0.09,1,0.65,15.05
24,116.57861187,40.30096520,0.09,1,0.49,14.49
25,116.80574956,39.96840177,0.09,1,0.30,14.78
26,117.12881544,40.58551087,0.12,1,0.60,15.70
27,117.22040068,40.66720193,0.06,1,0.50,13.22
28,116.75719487,40.13292595,0.12,1,0.36,13.46
29,117.00453412,40.53663080,0.10,0,0.58,15.20
30,116.76772397,40.14292517,0.08,1,0.63,15.98
31,117.15764543,40.51379889,0.10,1,0.49,15.81
32,116.99091592,40.48210866,0.06,0,0.42,15.53
33,116.94525508,40.21823085,0.11,1,0.67,31.40
34,116.83389553,40.01872076,0.10,1,0.69,28.20
35,116.66796993,39.76147272,0.09,0,0.55,15.07
36,116.88226038,40.19556012,0.10,1,0.51,12.63
37,116.89037485,40.63692864,0.10,1,0.39,16.39
38,116.76304808,40.31949278,0.07,1,0.78,13.29
39,116.69929084,39.99512682,0.07,1,0.51,14.55
40,116.55018654,40.17756223,0.16,0,0.56,4.65
41,116.47018767,40.21789881,0.15,1,0.61,13.39
42,116.78195396,39.97591397,0.09,1,0.51,14.62
43,116.86139657,40.12547409,0.07,1,0.62,14.29
44,116.41997244,40.94856459,0.09,1,0.46,13.20
45,116.54524777,40.11308377,0.11,1,0.56,15.33
46,117.00582180,40.55161908,0.08,1,0.29,15.43
47,116.80117683,40.60263199,0.12,1,0.82,13.74
48,117.19128888,40.47309874,0.11,1,0.58,4.95
49,116.96188416,40.12421105,0.12,1,0.55,15.24
50,116.85888447,40.63991350,0.04,1,0.56,15.16
51,116.51304281,40.20773383,0.10,1,0.45,15.49
52,116.79142505,40.62762638,0.10,0,0.67,14.87
53,117.18350034,40.31425384,0.05,1,0.34,12.95
54,116.48355081,40.58005092,0.12,1,0.47,14.64
55,116.82748904,40.62042323,0.15,1,0.46,14.31
56,116.95562433,40.70005097,0.10,1,0.33,16.01
57,116.65357182,39.88837839,0.10,1,0.43,4.39
58,116.82044530,40.74509271,0.12,1,0.72,15.57
59,117.02595320,40.18581939,0.09,1,0.52,15.11
60,116.73556167,40.84981240,0.13,1,0.67,15.68
61,116.57401066,40.73668682,0.13,1,0.50,15.92
62,116.56659707,40.76191129,0.06,1,0.38,4.50
63,116.52268126,40.71307032,0.07,1,0.57,15.45
64,117.07993360,40.50413596,0.05,1,0.54,15.07
65,116.94019585,40.64709566,0.11,1,0.55,14.34
66,117.14772978,40.21722858,0.14,1,0.80,27.89
67,117.14100109,40.55918193,0.08,1,0.40,14.73
68,116.85876273,39.98693157,0.06,0,0.43,14.26
69,117.10504872,40.08753542,0.09,1,0.69,14.70
70,116.96711315,40.14056560,0.10,1,0.56,14.80
71,116.88264852,40.62815396,0.12,0,0.63,17.00
72,117.06123467,40.62633758,0.12,0,0.43,4.24
73,116.56579320,40.46630257,0.12,1,0.78,28.16
74,116.76822704,40.76699194,0.08,1,0.61,29.11
75,116.43926378,39.78383997,0.11,1,0.42,30.26
76,117.12493756,40.67951495,0.11,1,0.48,31.45
77,117.37930664,40.58580050,0.08,0,0.63,15.89
78,116.81014151,40.53017503,0.18,1,0.77,16.36
79,116.84986220,40.56352537,0.18,0,0.42,14.60
80,116.41977539,39.93432649,0.07,0,0.40,15.33
81,116.81608177,40.57064659,0.10,1,0.25,14.78
82,117.03062206,39.72454174,0.04,0,0.48,14.95
83,116.46917667,39.81939503,0.10,1,0.51,15.92
84,116.61101164,41.00260623,0.07,0,0.67,16.45
85,116.81132240,40.65971414,0.16,0,0.61,14.07
86,116.52143566,39.80422373,0.09,1,0.51,31.77
87,117.11500692,40.69479210,0.09,1,0.50,15.21
88,117.06980005,40.43984572,0.09,1,0.44,13.79
89,117.34116415,40.73018701,0.12,1,0.42,15.58
90,117.28984749,40.73440387,0.10,0,0.55,13.93
91,116.40540913,39.84582636,0.11,1,0.73,14.31
92,117.07647426,40.53521323,0.08,1,0.64,16.11
93,117.41182322,40.88448161,0.09,1,0.73,14.27
94,117.01733016,40.50778754,0.11,0,0.54,4.49
95,117.10547876,40.17659793,0.07,1,0.55,15.33
96,116.45685602,39.74661474,0.09,1,0.33,16.60
97,117.32431068,40.56425290,0.11,1,0.37,4.34
98,116.92173621,40.26902889,0.06,1,0.52,14.59
99,116.96188388,40.57360252,0.14,0,0.49,12.64
100,117.08779371,40.66561918,0.12,1,0.49,15.57
101,116.56386512,40.36727505,0.10,1,0.77,4.31
102,116.67945666,40.07946108,0.10,0,0.71,4.19
103,116.78979715,40.63066070,0.07,1,0.73,4.44
104,116.62792860,40.30492755,0.13,1,0.61,4.32
105,116.64891811,39.89473848,0.10,1,0.61,16.13
106,116.67383028,40.18086326,0.19,0,0.36,4.15
107,116.74688110,40.46400482,0.08,1,0.53,14.56
108,116.79844489,40.41137872,0.12,0,0.41,16.25
109,116.87589026,40.48200251,0.09,0,0.75,26.67
110,116.81912548,40.50648516,0.05,0,0.56,30.02
111,116.72042130,40.64032894,0.11,1,0.39,15.99
112,115.55235567,40.56259653,0.06,0,0.70,14.35
113,116.71559995,40.55112452,0.10,1,0.51,14.93
114,116.54910838,40.41132889,0.10,1,0.64,15.24
115,116.84990199,40.34167956,0.10,1,0.73,14.18
116,115.43624305,40.43887567,0.10,1,0.57,14.92
117,116.90904360,40.31551944,0.09,1,0.63,29.62
118,116.77734280,40.31307179,0.10,0,0.65,4.13
119,116.84904271,40.36653915,0.12,1,0.51,4.71
120,117.32967156,40.47643078,0.03,1,0.60,15.04
121,116.77642810,39.99493023,0.08,1,0.61,16.04
122,116.80247332,40.58879387,0.10,1,0.78,4.56
123,116.94779331,40.28026802,0.12,1,0.34,4.69
124,115.55844859,40.56288055,0.07,0,0.89,15.96
125,116.77951193,40.59151209,0.12,1,0.59,4.48
126,115.55178227,40.64708273,0.09,0,0.42,16.37
127,116.89684326,40.66697761,0.05,1,0.39,15.19
128,116.85709476,40.67432598,0.14,1,0.55,16.13
129,116.86771877,40.61565157,0.13,1,0.60,33.92
130,116.79311922,39.91611246,0.14,1,0.39,13.87
131,116.77373959,40.62708770,0.11,1,0.26,15.50
132,115.49717910,40.58582603,0.07,1,0.47,15.19
133,116.85651253,40.08433688,0.10,1,0.65,4.66
134,116.72858400,40.29622089,0.13,1,0.41,14.04
135,116.85044177,40.69284883,0.06,1,0.38,13.43
136,116.72639617,40.13959104,0.10,1,0.82,4.43
137,117.11607883,40.70892470,0.07,1,0.23,15.75
138,117.45050414,40.64670288,0.12,0,0.88,14.45
139,117.40905365,40.66832943,0.09,1,0.67,15.34
140,117.02371847,40.71563540,0.04,1,0.73,28.98
141,116.99954875,40.15482158,0.14,1,0.43,14.73
142,117.08552360,40.50922469,0.13,1,0.71,15.40
143,116.89008588,40.16958901,0.06,1,0.84,14.83
144,117.49782164,40.85221456,0.05,0,0.69,26.09
145,116.74599544,40.35371022,0.09,0,0.52,4.06
146,116.96574121,40.55319696,0.10,1,0.61,4.40
147,116.78200376,40.34661395,0.10,0,0.53,14.48
148,117.31994645,40.50983275,0.08,1,0.71,4.25
149,117.24927522,40.41587371,0.06,0,0.74,13.87
150,116.92229445,40.39247335,0.06,1,0.35,16.19
151,116.86226331,40.29071504,0.12,0,0.49,14.64
152,116.99931256,40.35392947,0.09,1,0.55,14.45
153,117.07716999,40.53712098,0.14,1,0.50,14.40
154,117.02828847,40.44701652,0.14,1,0.79,12.99
155,117.01546133,40.52180291,0.09,1,0.66,14.51
156,116.89851196,40.33447427,0.08,0,0.57,16.67
157,116.96754762,40.58962283,0.08,1,0.61,13.57
158,117.02447924,40.56914249,0.05,0,0.71,15.26
159,115.66357187,40.06659528,0.10,1,0.38,13.01
160,116.95083640,40.46577877,0.11,1,0.39,14.56
161,116.98875770,40.44808647,0.09,1,0.34,4.30
162,117.06674064,40.55713800,0.11,1,0.59,15.11
163,117.03978139,40.53928401,0.14,1,0.42,4.93
164,117.04183473,40.55655494,0.16,1,0.48,13.21
165,117.04715029,40.54906282,0.08,1,0.61,14.96
166,117.20830686,40.70085118,0.14,1,0.55,14.91
167,117.35137955,40.68693390,0.08,0,0.53,14.69
168,117.08713444,40.50576419,0.14,1,0.52,14.37
169,117.00340234,39.52408607,0.10,1,0.63,13.79
170,115.49972978,40.57053277,0.09,1,0.60,15.55
171,117.14074618,40.10603174,0.01,0,0.51,13.65
172,117.11693548,40.36593417,0.05,1,0.46,13.04
173,117.02815705,39.70408086,0.04,1,0.75,14.81
174,116.45398598,39.67487458,0.15,1,0.56,15.19
175,116.98690381,40.53832927,0.14,1,0.72,4.26
176,117.02668863,39.51496893,0.09,1,0.42,4.35
177,117.30393375,40.61422784,0.12,0,0.64,14.28
178,117.13384828,40.66090027,0.05,1,0.71,15.70
179,116.67810895,39.76390770,0.11,1,0.54,13.61
180,116.73198065,40.28044383,0.12,1,0.66,14.04
181,116.49487607,39.84423452,0.09,0,0.48,15.65
182,116.54663962,39.81504785,0.10,0,0.64,14.91
183,117.14330266,40.48708612,0.11,1,0.27,4.46
